enter_cat,following_cat,nb_cus_cross,nb_cus_enter,nb_cus_follow,nb_customer_tot,confidence,expected,lift
PRODUCT > HYGIENE ARTICLES,PRODUCT > SOUPS,1,183,42,11811,1.0,0.0,1.5
PRODUCT > MUSTARD,PRODUCT > SOUPS,1,84,42,11811,1.0,0.0,3.3
PRODUCT > COFFEE,PRODUCT > SOUPS,3,350,42,11811,1.0,0.0,2.4
PRODUCT > PASTA,PRODUCT > SOUPS,1,98,42,11811,1.0,0.0,2.9
PRODUCT > PICKLED VEGETABLES,PRODUCT > SOUPS,1,122,42,11811,1.0,0.0,2.3
PRODUCT > FROZEN MEALS,PRODUCT > SOUPS,1,176,42,11811,1.0,0.0,1.6
PRODUCT > BAKING POWDER,PRODUCT > SOUPS,1,117,42,11811,1.0,0.0,2.4
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > SYRUP,1,122,18,11811,1.0,0.0,5.4
PRODUCT > MISC. BEVERAGES,PRODUCT > SYRUP,1,165,18,11811,1.0,0.0,4.0
PRODUCT > FROZEN DESSERT,PRODUCT > SYRUP,1,67,18,11811,1.0,0.0,9.8
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > SYRUP,1,171,18,11811,1.0,0.0,3.8
PRODUCT > BOTTLED BEER,PRODUCT > BRANDY,5,421,22,11811,1.0,0.0,6.4
PRODUCT > CANDY,PRODUCT > BRANDY,1,170,22,11811,1.0,0.0,3.2
PRODUCT > DETERGENT,PRODUCT > DISHES,1,106,86,11811,1.0,1.0,1.3
PRODUCT > BOTTLED BEER,PRODUCT > DISHES,4,421,86,11811,1.0,1.0,1.3
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > DISHES,4,456,86,11811,1.0,1.0,1.2
PRODUCT > SPECIALTY BAR,PRODUCT > DISHES,2,144,86,11811,1.0,1.0,1.9
PRODUCT > OIL,PRODUCT > DISHES,2,194,86,11811,1.0,1.0,1.4
"PRODUCT > ROLL PRODUCTS ",PRODUCT > DISHES,1,67,86,11811,1.0,1.0,2.0
PRODUCT > POT PLANTS,PRODUCT > DISHES,1,76,86,11811,1.0,1.0,1.8
PRODUCT > COFFEE,PRODUCT > DISHES,3,350,86,11811,1.0,1.0,1.2
PRODUCT > RED/BLUSH WINE,PRODUCT > DISHES,1,118,86,11811,1.0,1.0,1.2
PRODUCT > NEWSPAPERS,PRODUCT > DISHES,3,378,86,11811,1.0,1.0,1.1
PRODUCT > SHOPPING BAGS,PRODUCT > DISHES,5,442,86,11811,1.0,1.0,1.6
PRODUCT > CAT FOOD,PRODUCT > DISHES,2,156,86,11811,1.0,1.0,1.8
PRODUCT > CANNED FISH,PRODUCT > DISHES,1,96,86,11811,1.0,1.0,1.4
PRODUCT > HYGIENE ARTICLES,PRODUCT > DISHES,2,183,86,11811,1.0,1.0,1.5
PRODUCT > ICE CREAM,PRODUCT > GRAPES,2,148,155,11811,1.0,1.0,1.0
PRODUCT > DISHES,PRODUCT > GRAPES,1,80,155,11811,1.0,1.0,1.0
PRODUCT > CITRUS FRUIT,PRODUCT > GRAPES,8,586,155,11811,1.0,1.0,1.0
PRODUCT > BUTTER,PRODUCT > GRAPES,6,402,155,11811,1.0,1.0,1.1
PRODUCT > FRANKFURTER,PRODUCT > GRAPES,6,414,155,11811,1.0,1.0,1.1
PRODUCT > PORK,PRODUCT > GRAPES,5,389,155,11811,1.0,1.0,1.0
PRODUCT > CANNED VEGETABLES,PRODUCT > GRAPES,1,79,155,11811,1.0,1.0,1.0
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > LIQUOR,1,122,63,11811,1.0,1.0,1.5
PRODUCT > CHEWING GUM,PRODUCT > LIQUOR,1,116,63,11811,1.0,1.0,1.6
PRODUCT > SHOPPING BAGS,PRODUCT > LIQUOR,5,442,63,11811,1.0,1.0,2.1
PRODUCT > MISC. BEVERAGES,PRODUCT > LIQUOR,1,165,63,11811,1.0,1.0,1.1
PRODUCT > BOTTLED WATER,PRODUCT > LIQUOR,5,685,63,11811,1.0,1.0,1.4
PRODUCT > DISHES,PRODUCT > LIQUOR,1,80,63,11811,1.0,1.0,2.3
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > LIQUOR,1,171,63,11811,1.0,1.0,1.1
PRODUCT > CAKE BAR,PRODUCT > LIQUOR,1,87,63,11811,1.0,1.0,2.2
PRODUCT > SPECIALTY BAR,PRODUCT > LIQUOR,1,144,63,11811,1.0,1.0,1.3
PRODUCT > CANNED BEER,PRODUCT > LIQUOR,2,310,63,11811,1.0,1.0,1.2
PRODUCT > CANNED VEGETABLES,PRODUCT > SAUCES,1,79,39,11811,1.0,0.0,3.8
PRODUCT > SLICED CHEESE,PRODUCT > SAUCES,1,166,39,11811,1.0,0.0,1.8
PRODUCT > WAFFLES,PRODUCT > SAUCES,2,224,39,11811,1.0,0.0,2.7
PRODUCT > HARD CHEESE,PRODUCT > SAUCES,2,167,39,11811,1.0,0.0,3.6
PRODUCT > MARGARINE,PRODUCT > SAUCES,3,386,39,11811,1.0,0.0,2.4
PRODUCT > OIL,PRODUCT > SAUCES,1,194,39,11811,1.0,0.0,1.6
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > SAUCES,1,171,39,11811,1.0,0.0,1.8
PRODUCT > SUGAR,PRODUCT > SAUCES,2,221,39,11811,1.0,0.0,2.7
PRODUCT > CAKE BAR,PRODUCT > SAUCES,1,87,39,11811,1.0,0.0,3.5
PRODUCT > PASTRY,PRODUCT > SAUCES,3,567,39,11811,1.0,0.0,1.6
"PRODUCT > ROLL PRODUCTS ",PRODUCT > SAUCES,1,67,39,11811,1.0,0.0,4.5
PRODUCT > CANNED FISH,PRODUCT > SAUCES,1,96,39,11811,1.0,0.0,3.2
PRODUCT > FLOUR,PRODUCT > SPICES,1,123,30,11811,1.0,0.0,3.2
PRODUCT > FROZEN VEGETABLES,PRODUCT > SPICES,3,332,30,11811,1.0,0.0,3.6
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > SPICES,1,122,30,11811,1.0,0.0,3.2
PRODUCT > MISC. BEVERAGES,PRODUCT > SPICES,1,165,30,11811,1.0,0.0,2.4
PRODUCT > MARGARINE,PRODUCT > SPICES,2,386,30,11811,1.0,0.0,2.0
PRODUCT > SEASONAL PRODUCTS,PRODUCT > TURKEY,1,77,61,11811,1.0,1.0,2.5
PRODUCT > ROOT VEGETABLES,PRODUCT > TURKEY,4,759,61,11811,1.0,1.0,1.0
PRODUCT > CITRUS FRUIT,PRODUCT > TURKEY,7,586,61,11811,1.0,1.0,2.3
PRODUCT > CHICKEN,PRODUCT > TURKEY,3,277,61,11811,1.0,1.0,2.1
PRODUCT > BEEF,PRODUCT > TURKEY,3,363,61,11811,1.0,1.0,1.6
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > TURKEY,1,93,61,11811,1.0,1.0,2.1
PRODUCT > OTHER VEGETABLES,PRODUCT > TURKEY,7,1362,61,11811,1.0,1.0,1.0
PRODUCT > MEAT,PRODUCT > TURKEY,1,178,61,11811,1.0,1.0,1.1
PRODUCT > DISHES,PRODUCT > TURKEY,1,80,61,11811,1.0,1.0,2.4
PRODUCT > TROPICAL FRUIT,PRODUCT > TURKEY,6,750,61,11811,1.0,1.0,1.5
PRODUCT > FRANKFURTER,PRODUCT > TURKEY,5,414,61,11811,1.0,1.0,2.3
PRODUCT > CANNED FISH,PRODUCT > CANDLES,1,96,45,11811,1.0,0.0,2.7
PRODUCT > COFFEE,PRODUCT > CANDLES,3,350,45,11811,1.0,0.0,2.2
PRODUCT > NAPKINS,PRODUCT > CANDLES,2,281,45,11811,1.0,0.0,1.9
PRODUCT > SPECIALTY BAR,PRODUCT > CANDLES,1,144,45,11811,1.0,0.0,1.8
PRODUCT > POT PLANTS,PRODUCT > CANDLES,1,76,45,11811,1.0,0.0,3.5
PRODUCT > HYGIENE ARTICLES,PRODUCT > CANDLES,1,183,45,11811,1.0,0.0,1.4
PRODUCT > PASTRY,PRODUCT > CANDLES,3,567,45,11811,1.0,0.0,1.4
PRODUCT > MUSTARD,PRODUCT > CANDLES,1,84,45,11811,1.0,0.0,3.1
PRODUCT > CHEWING GUM,PRODUCT > CANDLES,1,116,45,11811,1.0,0.0,2.3
PRODUCT > OIL,PRODUCT > CANDLES,1,194,45,11811,1.0,0.0,1.4
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > CANDLES,1,93,45,11811,1.0,0.0,2.8
PRODUCT > ICE CREAM,PRODUCT > CANDLES,1,148,45,11811,1.0,0.0,1.8
PRODUCT > SEASONAL PRODUCTS,PRODUCT > CANDLES,1,77,45,11811,1.0,0.0,3.4
PRODUCT > BAKING POWDER,PRODUCT > CANDLES,1,117,45,11811,1.0,0.0,2.2
PRODUCT > MARGARINE,PRODUCT > CANDLES,2,386,45,11811,1.0,0.0,1.4
PRODUCT > CHOCOLATE,PRODUCT > CANDLES,2,270,45,11811,1.0,0.0,1.9
PRODUCT > DOMESTIC EGGS,PRODUCT > CEREALS,4,444,43,11811,1.0,0.0,2.5
PRODUCT > CAT FOOD,PRODUCT > CEREALS,1,156,43,11811,1.0,0.0,1.8
PRODUCT > DETERGENT,PRODUCT > CEREALS,1,106,43,11811,1.0,0.0,2.6
PRODUCT > SPECIALTY BAR,PRODUCT > CEREALS,1,144,43,11811,1.0,0.0,1.9
PRODUCT > FROZEN MEALS,PRODUCT > CEREALS,1,176,43,11811,1.0,0.0,1.6
PRODUCT > CURD,PRODUCT > CEREALS,2,376,43,11811,1.0,0.0,1.5
PRODUCT > PASTA,PRODUCT > CEREALS,1,98,43,11811,1.0,0.0,2.8
PRODUCT > CANNED VEGETABLES,PRODUCT > CEREALS,1,79,43,11811,1.0,0.0,3.5
PRODUCT > CAKE BAR,PRODUCT > CEREALS,1,87,43,11811,1.0,0.0,3.2
PRODUCT > MARGARINE,PRODUCT > CEREALS,2,386,43,11811,1.0,0.0,1.4
PRODUCT > CHEWING GUM,PRODUCT > CEREALS,1,116,43,11811,1.0,0.0,2.4
PRODUCT > PROCESSED CHEESE,PRODUCT > CEREALS,1,110,43,11811,1.0,0.0,2.5
PRODUCT > FROZEN MEALS,PRODUCT > CLEANER,1,176,30,11811,1.0,0.0,2.2
PRODUCT > DETERGENT,PRODUCT > CLEANER,1,106,30,11811,1.0,0.0,3.7
PRODUCT > SHOPPING BAGS,PRODUCT > CLEANER,3,442,30,11811,1.0,0.0,2.7
PRODUCT > CHEWING GUM,PRODUCT > CLEANER,1,116,30,11811,1.0,0.0,3.4
PRODUCT > CAKE BAR,PRODUCT > CLEANER,1,87,30,11811,1.0,0.0,4.5
PRODUCT > HYGIENE ARTICLES,PRODUCT > CLEANER,1,183,30,11811,1.0,0.0,2.2
PRODUCT > WAFFLES,PRODUCT > CLEANER,3,224,30,11811,1.0,0.0,5.3
PRODUCT > PASTA,PRODUCT > KETCHUP,1,98,22,11811,1.0,0.0,5.5
PRODUCT > PICKLED VEGETABLES,PRODUCT > KETCHUP,1,122,22,11811,1.0,0.0,4.4
PRODUCT > MARGARINE,PRODUCT > KETCHUP,2,386,22,11811,1.0,0.0,2.8
PRODUCT > OIL,PRODUCT > KETCHUP,1,194,22,11811,1.0,0.0,2.8
PRODUCT > HARD CHEESE,PRODUCT > KETCHUP,1,167,22,11811,1.0,0.0,3.2
PRODUCT > BAKING POWDER,PRODUCT > KETCHUP,1,117,22,11811,1.0,0.0,4.6
PRODUCT > MUSTARD,PRODUCT > LIQUEUR,1,84,3,11811,1.0,0.0,46.9
PRODUCT > BAKING POWDER,PRODUCT > LIQUEUR,1,117,3,11811,1.0,0.0,33.6
PRODUCT > MISC. BEVERAGES,PRODUCT > LIQUEUR,1,165,3,11811,1.0,0.0,23.9
PRODUCT > PICKLED VEGETABLES,PRODUCT > MUSTARD,1,122,84,11811,1.0,1.0,1.2
PRODUCT > NEWSPAPERS,PRODUCT > MUSTARD,3,378,84,11811,1.0,1.0,1.1
PRODUCT > PROCESSED CHEESE,PRODUCT > MUSTARD,1,110,84,11811,1.0,1.0,1.3
PRODUCT > ICE CREAM,PRODUCT > MUSTARD,1,148,84,11811,1.0,1.0,1.0
PRODUCT > CAT FOOD,PRODUCT > MUSTARD,2,156,84,11811,1.0,1.0,1.8
PRODUCT > SUGAR,PRODUCT > MUSTARD,3,221,84,11811,1.0,1.0,1.9
PRODUCT > FROZEN FISH,PRODUCT > MUSTARD,1,83,84,11811,1.0,1.0,1.7
PRODUCT > CANNED BEER,PRODUCT > MUSTARD,3,310,84,11811,1.0,1.0,1.4
PRODUCT > SLICED CHEESE,PRODUCT > MUSTARD,2,166,84,11811,1.0,1.0,1.7
PRODUCT > SPECIALTY BAR,PRODUCT > MUSTARD,1,144,84,11811,1.0,1.0,1.0
PRODUCT > CAKE BAR,PRODUCT > MUSTARD,1,87,84,11811,1.0,1.0,1.6
PRODUCT > SHOPPING BAGS,PRODUCT > MUSTARD,3,442,84,11811,1.0,1.0,1.0
PRODUCT > BAKING POWDER,PRODUCT > MUSTARD,1,117,84,11811,1.0,1.0,1.2
PRODUCT > OIL,PRODUCT > POPCORN,1,194,33,11811,1.0,0.0,1.8
PRODUCT > HYGIENE ARTICLES,PRODUCT > POPCORN,1,183,33,11811,1.0,0.0,2.0
PRODUCT > CANDY,PRODUCT > POPCORN,2,170,33,11811,1.0,0.0,4.2
PRODUCT > BEVERAGES,PRODUCT > POPCORN,1,159,33,11811,1.0,0.0,2.3
PRODUCT > POT PLANTS,PRODUCT > POPCORN,1,76,33,11811,1.0,0.0,4.7
PRODUCT > CHEWING GUM,PRODUCT > POPCORN,1,116,33,11811,1.0,0.0,3.1
PRODUCT > DETERGENT,PRODUCT > POPCORN,1,106,33,11811,1.0,0.0,3.4
PRODUCT > SPECIALTY BAR,PRODUCT > POPCORN,1,144,33,11811,1.0,0.0,2.5
PRODUCT > CAT FOOD,PRODUCT > POPCORN,1,156,33,11811,1.0,0.0,2.3
PRODUCT > NAPKINS,PRODUCT > POPCORN,3,281,33,11811,1.0,0.0,3.8
PRODUCT > FROZEN MEALS,PRODUCT > POPCORN,1,176,33,11811,1.0,0.0,2.0
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > POPCORN,1,171,33,11811,1.0,0.0,2.1
PRODUCT > PASTA,PRODUCT > POPCORN,1,98,33,11811,1.0,0.0,3.7
PRODUCT > SOFT CHEESE,PRODUCT > TIDBITS,1,120,17,11811,1.0,0.0,5.8
PRODUCT > SALT,PRODUCT > VINEGAR,1,73,43,11811,1.0,0.0,3.8
PRODUCT > CAKE BAR,PRODUCT > VINEGAR,1,87,43,11811,1.0,0.0,3.2
PRODUCT > BEEF,PRODUCT > VINEGAR,2,363,43,11811,1.0,0.0,1.5
PRODUCT > CAT FOOD,PRODUCT > VINEGAR,2,156,43,11811,1.0,0.0,3.5
PRODUCT > FROZEN MEALS,PRODUCT > VINEGAR,1,176,43,11811,1.0,0.0,1.6
PRODUCT > RED/BLUSH WINE,PRODUCT > VINEGAR,1,118,43,11811,1.0,0.0,2.3
PRODUCT > HARD CHEESE,PRODUCT > VINEGAR,1,167,43,11811,1.0,0.0,1.6
PRODUCT > CANNED VEGETABLES,PRODUCT > CAKE BAR,1,79,68,11811,1.0,1.0,2.2
PRODUCT > SODA,PRODUCT > CAKE BAR,8,1026,68,11811,1.0,1.0,1.4
PRODUCT > SPECIALTY BAR,PRODUCT > CAKE BAR,1,144,68,11811,1.0,1.0,1.2
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > CAKE BAR,1,171,68,11811,1.0,1.0,1.0
PRODUCT > WAFFLES,PRODUCT > CAKE BAR,2,224,68,11811,1.0,1.0,1.6
PRODUCT > CANNED BEER,PRODUCT > CAKE BAR,2,310,68,11811,1.0,1.0,1.1
PRODUCT > NEWSPAPERS,PRODUCT > CAKE BAR,3,378,68,11811,1.0,1.0,1.4
PRODUCT > CAT FOOD,PRODUCT > CAKE BAR,1,156,68,11811,1.0,1.0,1.1
PRODUCT > SHOPPING BAGS,PRODUCT > CAKE BAR,4,442,68,11811,1.0,1.0,1.6
PRODUCT > PROCESSED CHEESE,PRODUCT > CAKE BAR,1,110,68,11811,1.0,1.0,1.6
PRODUCT > DETERGENT,PRODUCT > CAKE BAR,1,106,68,11811,1.0,1.0,1.6
PRODUCT > BOTTLED WATER,PRODUCT > CAKE BAR,4,685,68,11811,1.0,1.0,1.0
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > CAKE BAR,3,456,68,11811,1.0,1.0,1.1
PRODUCT > BOTTLED WATER,PRODUCT > CAT FOOD,10,685,150,11811,1.0,1.0,1.1
PRODUCT > POT PLANTS,PRODUCT > CAT FOOD,1,76,150,11811,1.0,1.0,1.0
PRODUCT > ICE CREAM,PRODUCT > CAT FOOD,2,148,150,11811,1.0,1.0,1.1
PRODUCT > SALT,PRODUCT > CAT FOOD,1,73,150,11811,1.0,1.0,1.1
PRODUCT > SALT,PRODUCT > COOKWARE,1,73,14,11811,1.0,0.0,11.6
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > COOKWARE,1,171,14,11811,1.0,0.0,4.9
PRODUCT > CANDY,PRODUCT > COOKWARE,1,170,14,11811,1.0,0.0,5.0
PRODUCT > CANNED BEER,PRODUCT > COOKWARE,2,310,14,11811,1.0,0.0,5.4
PRODUCT > BROWN BREAD,PRODUCT > DOG FOOD,3,438,58,11811,1.0,0.0,1.4
PRODUCT > CANNED BEER,PRODUCT > DOG FOOD,3,310,58,11811,1.0,0.0,2.0
PRODUCT > CHEWING GUM,PRODUCT > DOG FOOD,1,116,58,11811,1.0,0.0,1.8
PRODUCT > MUSTARD,PRODUCT > DOG FOOD,1,84,58,11811,1.0,0.0,2.4
PRODUCT > SPECIALTY BAR,PRODUCT > DOG FOOD,1,144,58,11811,1.0,0.0,1.4
PRODUCT > FRUIT/VEGETABLE JUICE,PRODUCT > DOG FOOD,3,456,58,11811,1.0,0.0,1.3
PRODUCT > SLICED CHEESE,PRODUCT > DOG FOOD,1,166,58,11811,1.0,0.0,1.2
PRODUCT > DETERGENT,PRODUCT > DOG FOOD,1,106,58,11811,1.0,0.0,1.9
PRODUCT > NEWSPAPERS,PRODUCT > DOG FOOD,2,378,58,11811,1.0,0.0,1.1
PRODUCT > COFFEE,PRODUCT > DOG FOOD,2,350,58,11811,1.0,0.0,1.2
PRODUCT > FLOUR,PRODUCT > DOG FOOD,1,123,58,11811,1.0,0.0,1.7
PRODUCT > SALT,PRODUCT > DOG FOOD,1,73,58,11811,1.0,0.0,2.8
PRODUCT > MISC. BEVERAGES,PRODUCT > DOG FOOD,1,165,58,11811,1.0,0.0,1.2
PRODUCT > FROZEN MEALS,PRODUCT > DOG FOOD,1,176,58,11811,1.0,0.0,1.2
PRODUCT > UHT-MILK,PRODUCT > PET CARE,2,240,59,11811,1.0,0.0,1.7
PRODUCT > BOTTLED WATER,PRODUCT > PET CARE,5,685,59,11811,1.0,0.0,1.5
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > PET CARE,1,171,59,11811,1.0,0.0,1.2
PRODUCT > BUTTER MILK,PRODUCT > PET CARE,2,203,59,11811,1.0,0.0,2.0
"PRODUCT > ROLL PRODUCTS ",PRODUCT > PET CARE,1,67,59,11811,1.0,0.0,3.0
PRODUCT > SODA,PRODUCT > PET CARE,6,1026,59,11811,1.0,0.0,1.2
PRODUCT > SPECIALTY BAR,PRODUCT > PET CARE,1,144,59,11811,1.0,0.0,1.4
PRODUCT > CANNED VEGETABLES,PRODUCT > PET CARE,1,79,59,11811,1.0,0.0,2.5
PRODUCT > MISC. BEVERAGES,PRODUCT > PET CARE,1,165,59,11811,1.0,0.0,1.2
PRODUCT > DETERGENT,PRODUCT > PET CARE,1,106,59,11811,1.0,0.0,1.9
PRODUCT > CAKE BAR,PRODUCT > PET CARE,1,87,59,11811,1.0,0.0,2.3
PRODUCT > OIL,PRODUCT > PET CARE,1,194,59,11811,1.0,0.0,1.0
PRODUCT > HYGIENE ARTICLES,PRODUCT > PET CARE,1,183,59,11811,1.0,0.0,1.1
PRODUCT > SUGAR,PRODUCT > PET CARE,2,221,59,11811,1.0,0.0,1.8
PRODUCT > POT PLANTS,PRODUCT > PROSECCO,1,76,14,11811,1.0,0.0,11.1
PRODUCT > RED/BLUSH WINE,PRODUCT > PROSECCO,1,118,14,11811,1.0,0.0,7.1
PRODUCT > WHITE WINE,PRODUCT > PROSECCO,1,106,14,11811,1.0,0.0,8.0
PRODUCT > CANDY,PRODUCT > PROSECCO,1,170,14,11811,1.0,0.0,5.0
PRODUCT > SPECIALTY BAR,PRODUCT > PROSECCO,1,144,14,11811,1.0,0.0,5.9
PRODUCT > BOTTLED BEER,PRODUCT > PROSECCO,3,421,14,11811,1.0,0.0,6.0
PRODUCT > HYGIENE ARTICLES,PRODUCT > SOFTENER,2,183,36,11811,1.0,0.0,3.6
PRODUCT > MARGARINE,PRODUCT > SOFTENER,3,386,36,11811,1.0,0.0,2.5
PRODUCT > FROZEN DESSERT,PRODUCT > SOFTENER,1,67,36,11811,1.0,0.0,4.9
PRODUCT > NAPKINS,PRODUCT > SOFTENER,2,281,36,11811,1.0,0.0,2.3
PRODUCT > PICKLED VEGETABLES,PRODUCT > SOFTENER,1,122,36,11811,1.0,0.0,2.7
PRODUCT > NEWSPAPERS,PRODUCT > SOFTENER,2,378,36,11811,1.0,0.0,1.7
PRODUCT > CANNED VEGETABLES,PRODUCT > SOFTENER,1,79,36,11811,1.0,0.0,4.2
PRODUCT > CANDY,PRODUCT > SOFTENER,1,170,36,11811,1.0,0.0,1.9
PRODUCT > WHITE WINE,PRODUCT > SOFTENER,1,106,36,11811,1.0,0.0,3.1
PRODUCT > SUGAR,PRODUCT > ZWIEBACK,2,221,41,11811,1.0,0.0,2.6
PRODUCT > FLOUR,PRODUCT > ZWIEBACK,1,123,41,11811,1.0,0.0,2.3
PRODUCT > SPREAD CHEESE,PRODUCT > ZWIEBACK,1,81,41,11811,1.0,0.0,3.6
PRODUCT > FROZEN MEALS,PRODUCT > ZWIEBACK,1,176,41,11811,1.0,0.0,1.6
PRODUCT > SLICED CHEESE,PRODUCT > ZWIEBACK,1,166,41,11811,1.0,0.0,1.7
PRODUCT > BAKING POWDER,PRODUCT > ZWIEBACK,1,117,41,11811,1.0,0.0,2.5
PRODUCT > PICKLED VEGETABLES,PRODUCT > ZWIEBACK,1,122,41,11811,1.0,0.0,2.4
PRODUCT > PASTA,PRODUCT > BABY FOOD,1,98,1,11811,1.0,0.0,120.5
PRODUCT > PASTRY,PRODUCT > BEVERAGES,8,567,158,11811,1.0,1.0,1.1
PRODUCT > POT PLANTS,PRODUCT > BEVERAGES,1,76,158,11811,1.0,1.0,1.0
PRODUCT > FROZEN DESSERT,PRODUCT > BEVERAGES,1,67,158,11811,1.0,1.0,1.1
PRODUCT > SPECIALTY BAR,PRODUCT > BEVERAGES,2,144,158,11811,1.0,1.0,1.0
PRODUCT > PORK,PRODUCT > BEVERAGES,5,389,158,11811,1.0,1.0,1.0
PRODUCT > PROCESSED CHEESE,PRODUCT > DETERGENT,1,110,112,11811,1.0,1.0,1.0
PRODUCT > CHOCOLATE,PRODUCT > DETERGENT,3,270,112,11811,1.0,1.0,1.2
PRODUCT > ONIONS,PRODUCT > DETERGENT,2,216,112,11811,1.0,1.0,1.0
PRODUCT > SALTY SNACK,PRODUCT > DETERGENT,2,208,112,11811,1.0,1.0,1.0
PRODUCT > POT PLANTS,PRODUCT > DETERGENT,1,76,112,11811,1.0,1.0,1.4
PRODUCT > NEWSPAPERS,PRODUCT > DETERGENT,5,378,112,11811,1.0,1.0,1.4
PRODUCT > BEVERAGES,PRODUCT > DETERGENT,2,159,112,11811,1.0,1.0,1.3
PRODUCT > CANDY,PRODUCT > DETERGENT,2,170,112,11811,1.0,1.0,1.2
PRODUCT > CANNED VEGETABLES,PRODUCT > ICE CREAM,1,79,149,11811,1.0,1.0,1.0
PRODUCT > MISC. BEVERAGES,PRODUCT > ICE CREAM,2,165,149,11811,1.0,1.0,1.0
PRODUCT > POT PLANTS,PRODUCT > ICE CREAM,1,76,149,11811,1.0,1.0,1.0
PRODUCT > WHIPPED/SOUR CREAM,PRODUCT > ICE CREAM,6,492,149,11811,1.0,1.0,1.0
PRODUCT > FROZEN VEGETABLES,PRODUCT > ICE CREAM,4,332,149,11811,1.0,1.0,1.0
PRODUCT > FROZEN FISH,PRODUCT > ICE CREAM,1,83,149,11811,1.0,1.0,1.0
PRODUCT > FROZEN DESSERT,PRODUCT > ICE CREAM,1,67,149,11811,1.0,1.0,1.2
PRODUCT > BEVERAGES,PRODUCT > ICE CREAM,2,159,149,11811,1.0,1.0,1.0
PRODUCT > SPREAD CHEESE,PRODUCT > ICE CREAM,1,81,149,11811,1.0,1.0,1.0
PRODUCT > SALTY SNACK,PRODUCT > ICE CREAM,3,208,149,11811,1.0,1.0,1.1
PRODUCT > DETERGENT,PRODUCT > NUT SNACK,1,106,18,11811,1.0,0.0,6.2
PRODUCT > SEASONAL PRODUCTS,PRODUCT > NUT SNACK,1,77,18,11811,1.0,0.0,8.5
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > NUT SNACK,1,171,18,11811,1.0,0.0,3.8
PRODUCT > SLICED CHEESE,PRODUCT > NUT SNACK,1,166,18,11811,1.0,0.0,4.0
PRODUCT > BOTTLED BEER,PRODUCT > SKIN CARE,3,421,23,11811,1.0,0.0,3.7
PRODUCT > SPECIALTY BAR,PRODUCT > SKIN CARE,1,144,23,11811,1.0,0.0,3.6
PRODUCT > HYGIENE ARTICLES,PRODUCT > SKIN CARE,2,183,23,11811,1.0,0.0,5.6
PRODUCT > CANDY,PRODUCT > SKIN CARE,1,170,23,11811,1.0,0.0,3.0
PRODUCT > SPECIALTY CHOCOLATE,PRODUCT > SKIN CARE,1,171,23,11811,1.0,0.0,3.0
PRODUCT > CAT FOOD,PRODUCT > HAIR SPRAY,1,156,5,11811,1.0,0.0,15.1
PRODUCT > PACKAGED FRUIT/VEGETABLES,PRODUCT > LIVER LOAF,1,93,43,11811,1.0,0.0,3.0
PRODUCT > MISC. BEVERAGES,PRODUCT > LIVER LOAF,1,165,43,11811,1.0,0.0,1.7
PRODUCT > PORK,PRODUCT > LIVER LOAF,2,389,43,11811,1.0,0.0,1.4
PRODUCT > FROZEN MEALS,PRODUCT > LIVER LOAF,1,176,43,11811,1.0,0.0,1.6
PRODUCT > GRAPES,PRODUCT > LIVER LOAF,1,156,43,11811,1.0,0.0,1.8
PRODUCT > FROZEN VEGETABLES,PRODUCT > MAYONNAISE,3,332,64,11811,1.0,1.0,1.7
PRODUCT > SEMI-FINISHED BREAD,PRODUCT > MAYONNAISE,1,122,64,11811,1.0,1.0,1.5
PRODUCT > OIL,PRODUCT > MAYONNAISE,2,194,64,11811,1.0,1.0,1.9
PRODUCT > BROWN BREAD,PRODUCT > MAYONNAISE,3,438,64,11811,1.0,1.0,1.3
PRODUCT > SLICED CHEESE,PRODUCT > MAYONNAISE,1,166,64,11811,1.0,1.0,1.1
PRODUCT > UHT-MILK,PRODUCT > MAYONNAISE,2,240,64,11811,1.0,1.0,1.5
PRODUCT > HARD CHEESE,PRODUCT > MAYONNAISE,1,167,64,11811,1.0,1.0,1.1
PRODUCT > SPREAD CHEESE,PRODUCT > MAYONNAISE,1,81,64,11811,1.0,1.0,2.3
PRODUCT > DESSERT,PRODUCT > MAYONNAISE,2,261,64,11811,1.0,1.0,1.4
PRODUCT > DOMESTIC EGGS,PRODUCT > MAYONNAISE,3,444,64,11811,1.0,1.0,1.2
PRODUCT > WHITE WINE,PRODUCT > MAYONNAISE,1,106,64,11811,1.0,1.0,1.7
